student_name,course_year,student_note,academic_score,anatomy_score,physiology_score,surgery_interest,cardiology_interest,neurology_interest,ent_interest,manual_dexterity,stress_tolerance,empathy,analytical_thinking,communication_skill,research_orientation,night_shift_readiness,cardiovascular_endurance,auditory_attention,precision_focus,predicted_specialty_key,predicted_specialty,confidence
Ольга Демина #148,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,81,78,78,2,2,6,10,8,6,7,7,8,2,4,6,8,9,otolaryngology,Отоларинголог,0.5675
Дмитрий Орлов #149,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,86,93,5,8,4,4,5,10,7,9,9,9,9,6,6,7,cardiology,Кардиолог,0.409
Кирилл Федоров #150,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,87,84,5,3,3,7,7,9,5,6,9,3,7,7,10,9,otolaryngology,Отоларинголог,0.4409
Мария Тихонова #151,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,83,75,1,3,5,9,6,5,9,6,8,3,5,6,9,6,otolaryngology,Отоларинголог,0.5483
Никита Жуков #152,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,95,84,94,1,4,9,1,4,5,5,8,6,7,4,6,6,7,neurology,Невролог,0.5288
Ирина Белова #153,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,82,88,4,2,3,9,8,6,10,8,8,6,4,6,8,7,otolaryngology,Отоларинголог,0.4909
Михаил Соколов #154,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,87,88,8,8,3,3,8,7,7,8,4,2,10,10,3,10,surgery,Хирург,0.5358
Георгий Савельев #155,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,96,88,7,4,6,4,10,9,5,5,3,3,8,8,2,9,surgery,Хирург,0.6213
Елена Смирнова #156,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,84,91,3,8,7,2,8,8,8,10,6,9,7,6,6,8,neurology,Невролог,0.3942
Алина Назарова #157,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,96,83,88,3,8,5,0,4,7,10,8,9,10,8,6,5,10,cardiology,Кардиолог,0.3927
Кирилл Федоров #158,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,81,82,79,7,3,3,8,9,5,7,8,10,2,6,6,10,7,otolaryngology,Отоларинголог,0.5098
Виктор Лебедев #159,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,83,92,5,5,7,4,4,8,8,10,5,8,2,7,7,9,neurology,Невролог,0.4536
Кирилл Федоров #160,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,89,79,5,2,4,9,6,6,5,7,7,2,6,5,9,6,otolaryngology,Отоларинголог,0.5011
Анна Котова #161,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,100,81,7,6,5,4,9,7,7,5,7,7,9,7,6,7,surgery,Хирург,0.4431
Михаил Соколов #162,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,92,81,8,5,2,5,7,7,7,9,7,2,9,8,6,10,surgery,Хирург,0.4543
Ирина Белова #163,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,92,84,6,4,5,7,8,5,6,8,7,7,7,4,9,8,otolaryngology,Отоларинголог,0.382
Татьяна Максимова #164,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,77,87,3,7,8,0,7,6,9,9,10,9,6,5,7,9,neurology,Невролог,0.4752
Елена Смирнова #165,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,78,95,4,6,7,3,8,5,7,10,5,10,7,7,8,10,neurology,Невролог,0.4446
Павел Громов #166,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,93,81,8,6,2,4,8,7,7,9,4,2,10,7,3,9,surgery,Хирург,0.5426
Дмитрий Орлов #167,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,88,87,7,10,6,0,5,9,10,8,10,7,7,10,6,6,cardiology,Кардиолог,0.5372
Елена Смирнова #168,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,83,100,1,6,10,3,7,7,9,10,9,8,6,4,5,10,neurology,Невролог,0.5708
Анна Котова #169,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,100,78,10,6,4,3,9,9,6,7,6,6,10,7,4,9,surgery,Хирург,0.6255
Алина Назарова #170,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,82,94,5,10,7,2,4,10,7,8,9,8,8,7,7,8,cardiology,Кардиолог,0.4408
Татьяна Максимова #171,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,76,89,2,10,7,2,6,9,10,9,10,6,5,7,6,10,cardiology,Кардиолог,0.4547
Софья Романова #172,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,87,84,2,7,5,4,4,7,10,8,10,6,6,8,6,10,cardiology,Кардиолог,0.3839
Виктор Лебедев #173,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,75,88,5,5,7,3,6,7,9,10,5,7,4,7,8,9,neurology,Невролог,0.4199
Павел Громов #174,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,96,78,10,3,4,2,9,8,5,7,4,3,7,7,2,10,surgery,Хирург,0.6783
Виктор Лебедев #175,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,76,90,4,6,8,4,7,6,8,8,8,9,4,7,6,10,neurology,Невролог,0.4426
Елена Смирнова #176,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,98,86,90,3,4,10,3,5,7,9,10,7,7,7,6,7,7,neurology,Невролог,0.5234
Мария Тихонова #177,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,80,84,4,6,5,8,8,5,8,6,10,5,7,6,8,8,otolaryngology,Отоларинголог,0.4414
Виктор Лебедев #178,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,82,84,1,6,10,1,4,9,7,9,4,10,6,6,7,7,neurology,Невролог,0.5658
Анна Котова #179,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,89,80,8,4,2,1,7,7,6,7,5,3,9,10,7,9,surgery,Хирург,0.5726
Михаил Соколов #180,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,96,87,7,7,3,3,8,7,4,6,7,2,9,8,3,8,surgery,Хирург,0.5449
Ольга Демина #181,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,88,76,6,5,2,9,7,4,7,4,8,5,6,5,9,10,otolaryngology,Отоларинголог,0.5542
Ольга Демина #182,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,84,82,2,5,4,10,8,5,10,4,8,6,3,4,8,6,otolaryngology,Отоларинголог,0.6007
Татьяна Максимова #183,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,87,93,4,7,10,4,7,7,10,8,8,8,4,5,3,7,neurology,Невролог,0.4773
Ольга Демина #184,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,88,75,5,3,4,7,7,4,8,4,8,4,5,5,8,6,otolaryngology,Отоларинголог,0.4912
Софья Романова #185,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,85,85,2,8,7,2,4,9,10,7,8,8,8,9,4,6,cardiology,Кардиолог,0.4709
Никита Жуков #186,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,94,75,95,3,6,7,1,4,8,8,10,8,8,3,3,6,9,neurology,Невролог,0.5229
Павел Громов #187,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,96,88,7,6,4,3,10,9,7,5,3,3,8,9,5,9,surgery,Хирург,0.5754
Софья Романова #188,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,84,84,6,10,8,2,4,9,10,10,7,5,8,9,5,6,cardiology,Кардиолог,0.4989
Никита Жуков #189,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,95,81,86,0,8,10,3,7,9,6,10,7,9,3,4,7,10,neurology,Невролог,0.5495
Дмитрий Орлов #190,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,78,90,5,8,8,4,7,6,6,10,7,6,8,6,5,10,neurology,Невролог,0.3815
Ирина Белова #191,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,92,81,2,5,3,10,10,8,9,9,10,4,7,3,10,6,otolaryngology,Отоларинголог,0.6013
